集团编号,HP编号,热点名称,热点类型,地址,省份,地市,县市,所属分局（分公司）,经度,纬度,代维公司,IP地址段,接入方式,热点等级,集成商,业主联系人,联系方式,WLAN干放数量,是否有室分,接入电路编号,POP,业务VLAN,PVLAN,管理VLAN,接入域,端口类型,覆盖区域,AP数量,创建时间,备注,导入编号,所属AC名称,场点名称,热点状态,地标,集团经度,集团纬度,
CT_zj_580c9900055,800406010,嵊泗菜园金弘宾馆, 其他,嵊泗金弘宾馆,浙江,舟山市,嵊泗县,嵊泗分公司,122.45603,30.72807,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1512,1024,3024,ZS-DH-NZ-1.domain,以太网,金弘宾馆外附近街道,1,2009-11-12,,CT_zj_5800640002,网件AC22（虚）,,正常热点,嵊泗菜园金弘宾馆,,,
CT_zj_580b1100056,80025029,普陀沈家门麒麟大厦室外, 商务楼,沈家门,浙江,舟山市,普陀县,普陀分公司,122.29538,29.94677,工程局,183.152.192.2-183.152.207.254,光纤,C,瑞达,乐谋勋,15305808705,0,是,,,651,1022,3032,ZS-DH-NZ-1.domain,以太网,一楼商铺,2,2009-12-31,,CT_zj_5801120019,网件AC22（虚）,,正常热点,普陀沈家门麒麟大厦室外,,,
CT_zj_580b0700058,80026045,普陀普陀山佛顶山广场室外, 休闲度假区,普陀山佛顶山,浙江,舟山市,普陀县,普陀分公司,122.38559,30.01135,工程局,183.152.192.2-183.152.207.254,光纤,D,瑞达,乐谋勋,15305808705,0,是,,,537,1022,3024,ZS-DH-NZ-1.domain,以太网,广场,1,2009-12-31,,CT_zj_5800720027,网件AC22（虚）,,正常热点,普陀普陀山佛顶山广场室外,,,
CT_zj_580b0600059,80023023,普陀沈家门新大地宾馆室外, 宾馆酒店,沈家门东海中路141号,浙江,舟山市,普陀县,普陀分公司,122.29291,29.94859,工程局,183.152.192.2-183.152.207.254,光纤,A,瑞达,乐谋勋,15305808705,0,是,,,610,1022,3027,ZS-DH-NZ-1.domain,以太网,新大地宾馆为中心的东海路段150米距离,1,2009-12-31,,CT_zj_5800620060,网件AC22（虚）,,正常热点,普陀沈家门新大地宾馆室外,,,
CT_zj_580b1600063,80026049,普陀沈家门电信大楼电视电话会议室, 电信自有,沈家门新街195号,浙江,舟山市,普陀县,普陀分公司,122.29849,29.95045,工程局,183.152.192.2-183.152.207.254,光纤,A,瑞达,乐谋勋,15305808705,0,是,,,601,1022,3026,ZS-DH-NZ-1.domain,以太网,会场,1,2009-12-31,,CT_zj_5801620010,网件AC22（虚）,普陀电信大楼,正常热点,普陀沈家门电信大楼电视电话会议室,,,
CT_zj_580b0800064,800208055,普陀沈家门蓝山咖啡厅, 休闲娱乐吧,沈家门新街195号,浙江,舟山市,普陀县,普陀分公司,122.29874,29.9505,工程局,183.152.192.2-183.152.207.254,光纤,A,瑞达,乐谋勋,15305808705,0,是,,,599,1022,3026,ZS-DH-NZ-1.domain,以太网,咖啡厅,2,2009-12-31,,CT_zj_5800820015,网件AC22（虚）,,正常热点,普陀沈家门蓝山咖啡厅,,,
CT_zj_580b0500068,80024025,普陀东港中学, 学校,普陀东港灵秀街91号,浙江,舟山市,普陀县,普陀分公司,122.312943,29.962145,工程局,183.152.192.2-183.152.207.254,光纤,A,瑞达,乐谋勋,15305808705,0,是,,,512,1022,3031,ZS-DH-NZ-1.domain,以太网,报告厅/教师办公楼,1,2010-01-05,,CT_zj_5800520015,网件AC22（虚）,,正常热点,普陀东港中学,,,
CT_zj_580a1300072,800113082,定海舟山市人民医院六号楼, 医院,定海区人民北路舟山医院六号楼,浙江,舟山市,定海县,定海分公司,122.09837,30.03098,金州,183.152.192.2-183.152.207.254,光纤,A,国人,高卫安（主任）,2147483647,0,是,,,17,1021,3026,ZS-DH-NZ-1.domain,以太网,全覆盖,2,2009-09-11,,CT_zj_5801310005,网件AC6（虚）,定海舟山医院,正常热点,定海舟山市人民医院六号楼,,,
CT_zj_580a0600073,800106083,定海博雁城市假日酒店, 宾馆酒店,定海区气象台路228号博雁城市假日酒店,浙江,舟山市,定海县,定海分公司,122.10774,30.03347,金州,183.152.192.2-183.152.207.254,光纤,C,国人,姜师傅,13646509939,0,是,,,102,1041,3026,ZS-DH-NZ-1.domain,以太网,全覆盖,8,2009-09-16,,CT_zj_5800610031,华三AC定海76(主),,正常热点,定海博雁城市假日酒店,,,
CT_zj_580a0600074,800106059,定海交通大酒店, 宾馆酒店,定海区解放西路180号交通大酒店,浙江,舟山市,定海县,定海分公司,122.09544,30.01767,金州,183.152.192.2-183.152.207.254,光纤,C,国人,应师傅,13857207100,0,是,,,24,1021,3028,ZS-DH-NZ-1.domain,以太网,全覆盖,5,2009-09-16,,CT_zj_5800610035,网件AC6（虚）,,正常热点,定海交通大酒店,,,
CT_zj_580a1100075,800111060,定海广电大楼, 商务楼,定海区东海东路舟山广电大楼,浙江,舟山市,定海县,定海分公司,122.10731,30.02359,金州,183.152.192.2-183.152.207.254,光纤,C,国人,孙师傅,18906800766,0,是,,,46,1021,3027,ZS-DH-NZ-1.domain,以太网,全覆盖,6,2009-09-16,,CT_zj_5801110003,网件AC6（虚）,,正常热点,定海广电大楼,,,
CT_zj_580a1300076,800113061,定海舟山女子医院, 医院,定海区环城西路舟山女子医院,浙江,舟山市,定海县,定海分公司,122.09936,30.01628,金州,183.152.192.2-183.152.207.254,光纤,C,国人,樊师傅,2147483647,0,是,,,30,1021,3028,ZS-DH-NZ-1.domain,以太网,全覆盖,2,2009-09-16,,CT_zj_5801310004,网件AC6（虚）,,正常热点,定海舟山女子医院,,,
CT_zj_580c0300079,800415011,嵊泗菜园汽车站, 长途汽车站,嵊泗汽车站,浙江,舟山市,嵊泗县,嵊泗分公司,122.45347,30.72312,金州,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,阮卫其,13395801152,0,否,,,1513,1024,3024,ZS-DH-NZ-1.domain,以太网,售票大厅及车站附近街道,1,2009-11-12,,CT_zj_5800340001,网件AC22（虚）,,正常热点,嵊泗菜园汽车站,,,
CT_zj_580a9901003,800199116,定海临城公共自行车点市公安局站点, 其他,定海新城公共自行车点市公安局站点,浙江,舟山市,定海县,定海分公司,122.19795,29.98547,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,王经理,13706803815,0,否,,,291,1021,3029,ZS-DH-NZ-1.domain,以太网,市公安局站点周边街道区域,1,2010-09-29,,CT_zj_5809910003,网件AC6（虚）,,正常热点,定海临城公共自行车点市公安局站点,,,
CT_zj_580a9901004,800199117,定海临城公共自行车点舟山医院站点, 其他,定海新城公共自行车点舟山医院站点,浙江,舟山市,定海县,定海分公司,122.20861,29.99428,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,王经理,13706803815,0,否,,,112,1021,3025,ZS-DH-NZ-1.domain,以太网,舟山医院站点周边街道区域,1,2010-09-29,,CT_zj_5809910004,网件AC6（虚）,,正常热点,定海临城公共自行车点舟山医院站点,,,
CT_zj_580a9901005,800199118,定海临城公共自行车点市政府站点, 其他,定海新城公共自行车点市政府站点,浙江,舟山市,定海县,定海分公司,122.20353,29.98683,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,王经理,13706803815,0,否,,,113,1021,3029,ZS-DH-NZ-1.domain,以太网,市政府站点周边街道区域,1,2010-09-29,,CT_zj_5809910005,网件AC6（虚）,,正常热点,定海临城公共自行车点市政府站点,,,
CT_zj_580a9901006,800199119,定海临城公共自行车点丰茂菜场站点, 其他,定海新城公共自行车点丰茂菜场站点,浙江,舟山市,定海县,定海分公司,122.21237,29.9895,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,王经理,13706803815,0,否,,,114,1021,3029,ZS-DH-NZ-1.domain,以太网,丰茂菜场站点周边街道区域,1,2010-09-29,,CT_zj_5809910006,网件AC6（虚）,,正常热点,定海临城公共自行车点丰茂菜场站点,,,
CT_zj_580a9901007,800199120,定海临城公共自行车点桂花城站点, 其他,定海新城公共自行车点桂花城站点,浙江,舟山市,定海县,定海分公司,122.21239,29.98491,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,王经理,13706803815,0,否,,,115,1021,3024,ZS-DH-NZ-1.domain,以太网,桂花城站点周边街道区域,1,2010-09-29,,CT_zj_5809910007,网件AC6（虚）,,正常热点,定海临城公共自行车点桂花城站点,,,
CT_zj_580a1601013,800116124,定海文化路线路维护中心, 电信自有,定海文化路线路维护中心,浙江,舟山市,定海县,定海分公司,122.10354,30.0332,金州,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,顾磊,15305809609,0,否,,,261,1001,3026,ZS-DH-NZ-1.domain,以太网,线路维护中心办公楼,4,2010-09-29,,CT_zj_5801610003,贝尔ac44（虚）,,正常热点,定海文化路线路维护中心,,,
CT_zj_580a0601014,800106125,定海东瀛路东瀛宾馆, 宾馆酒店,定海东瀛路东瀛宾馆,浙江,舟山市,定海县,定海分公司,122.11952,30.01847,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾磊,15305809609,0,否,,,31,1001,3024,ZS-DH-NZ-1.domain,以太网,东瀛宾馆2F客房,2,2010-09-29,,CT_zj_5800610010,贝尔AC38（虚）,,正常热点,定海东瀛路东瀛宾馆,,,
CT_zj_580b0701022,800299187,普陀朱家尖南沙原售票楼PHS网件, 休闲度假区,普陀朱家尖南沙原售票楼顶小灵通杆子,浙江,舟山市,普陀县,普陀分公司,122.402977,29.879593,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,乐谋勋,15305808705,0,否,,,687,1022,3027,ZS-DH-NZ-1.domain,以太网,南沙售票处门口,1,2010-09-29,,CT_zj_5800720021,网件AC22（虚）,,正常热点,普陀朱家尖南沙原售票楼PHS网件,,,
CT_zj_580d9900262,800399007,岱山高亭海滨公园, 其他,岱山海滨公园,浙江,舟山市,岱山县,岱山分公司,122.19974,30.23898,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,魏幸淑,15305807947,0,否,,,1003,1023,3025,ZS-DH-NZ-1.domain,以太网,道路及周边商店,1,2010-01-07,,CT_zj_5809930011,网件AC6（虚）,,正常热点,岱山高亭海滨公园,,,
CT_zj_580c9900140,800415021,嵊泗菜园望海广场, 其他,嵊泗望海广场,浙江,舟山市,嵊泗县,嵊泗分公司,122.45616,30.7311,金州,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,阮卫其,13395801152,0,否,,,1518,1024,3026,ZS-DH-NZ-1.domain,以太网,嵊泗菜园望海广场,1,2009-11-12,,CT_zj_5809940015,网件AC22（虚）,,正常热点,嵊泗菜园望海广场,,,
CT_zj_580c9900143,800411024,嵊泗菜园老水产局大楼, 其他,嵊泗老水产局大楼,浙江,舟山市,嵊泗县,嵊泗分公司,122.45617,30.72649,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1509,1024,3024,ZS-DH-NZ-1.domain,以太网,海滨中路老水产局附近路面,1,2009-11-12,,CT_zj_5809940009,网件AC22（虚）,,正常热点,嵊泗菜园老水产局大楼,,,
CT_zj_580c9900146,800408026,嵊泗菜园山海楼PHS, 其他,嵊泗山海楼,浙江,舟山市,嵊泗县,嵊泗分公司,122.45407,30.72503,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1520,1024,3024,ZS-DH-NZ-1.domain,以太网,东海路山海楼附近街道,1,2009-11-12,,CT_zj_5800840004,网件AC22（虚）,,正常热点,嵊泗菜园山海楼PHS,,,
CT_zj_580c9900147,800415027,嵊泗菜园青少年宫, 其他,嵊泗青少年宫,浙江,舟山市,嵊泗县,嵊泗分公司,122.45331,30.7235,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1521,1024,3024,ZS-DH-NZ-1.domain,以太网,东海路街道,1,2009-11-12,,CT_zj_5800540004,网件AC22（虚）,,正常热点,嵊泗菜园青少年宫,,,
CT_zj_580c9900150,800411030,嵊泗菜园电力公司大楼, 其他,嵊泗电力公司大楼,浙江,舟山市,嵊泗县,嵊泗分公司,122.45109,30.72871,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1523,1024,3024,ZS-DH-NZ-1.domain,以太网,海滨中路电力公司附近街道,1,2009-11-12,,CT_zj_5801140001,网件AC22（虚）,,正常热点,嵊泗菜园电力公司大楼,,,
CT_zj_580c1200151,800415031,嵊泗菜园图书馆, 政府机关等事业单位,嵊泗图书馆,浙江,舟山市,嵊泗县,嵊泗分公司,122.44778,30.72768,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1524,1024,3024,ZS-DH-NZ-1.domain,以太网,图书馆前附近街道,1,2009-11-12,,CT_zj_5801240012,网件AC22（虚）,,正常热点,嵊泗菜园图书馆,,,
CT_zj_580c9900154,800408034,嵊泗菜园新港饭店, 其他,嵊泗新港饭店,浙江,舟山市,嵊泗县,嵊泗分公司,122.4545,30.72601,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1527,1024,3024,ZS-DH-NZ-1.domain,以太网,东海中路新港饭店附近街道,1,2009-11-12,,CT_zj_5800640004,网件AC22（虚）,,正常热点,嵊泗菜园新港饭店,,,
CT_zj_580b0600156,800208068,普陀东港颐景园大酒店, 宾馆酒店,普陀东港颐景园室分,浙江,舟山市,普陀县,普陀分公司,122.31244,29.95734,工程局,183.152.192.2-183.152.207.254,光纤,A,国人,乐谋勋,15305808705,0,是,,,649,1022,3031,ZS-DH-NZ-1.domain,以太网,全覆盖,6,2009-11-14,,CT_zj_5800620050,网件AC22（虚）,,正常热点,普陀东港颐景园大酒店,,,
CT_zj_580b0600159,800206324,普陀沈家门名都大酒店, 宾馆酒店,普陀名都大酒店,浙江,舟山市,普陀县,普陀分公司,122.27961,29.94677,工程局,183.152.192.2-183.152.207.254,光纤,D,京信,乐谋勋,15305808705,0,是,,,624,1022,3030,ZS-DH-NZ-1.domain,以太网,半覆盖,2,2009-11-14,,CT_zj_5800620010,网件AC22（虚）,,正常热点,普陀沈家门名都大酒店,,,
CT_zj_580b0800160,800208224,普陀沈家门名昇咖啡, 休闲娱乐吧,普陀名昇咖啡,浙江,舟山市,普陀县,普陀分公司,122.27966,29.94677,工程局,183.152.192.2-183.152.207.254,光纤,B,京信,乐谋勋,15305808705,0,否,,,625,1022,3030,ZS-DH-NZ-1.domain,ATM,咖啡厅,1,2009-11-14,,CT_zj_5800820003,网件AC22（虚）,,正常热点,普陀沈家门名昇咖啡,,,
CT_zj_580b9900164,800299230,普陀普陀山祥生大酒店宿舍楼, 其他,祥生大酒店宿舍楼,浙江,舟山市,普陀县,普陀分公司,122.397678,30.026152,工程局,183.152.192.2-183.152.207.254,光纤,D,京信,乐谋勋,15305808705,0,是,,,545,1022,3027,ZS-DH-NZ-1.domain,以太网,全覆盖,3,2009-11-30,,CT_zj_5809920013,网件AC22（虚）,,正常热点,普陀普陀山祥生大酒店宿舍楼,,,
CT_zj_580b9900166,800206072,普陀沈家门E家商务宾馆室外, 其他,E家商务宾馆,浙江,舟山市,普陀县,普陀分公司,122.2976,29.94599,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,业主,13186798293,0,否,,,607,1022,3027,ZS-DH-NZ-1.domain,以太网,中大街、滨港路和大堂部分,2,2009-11-30,,CT_zj_5800620017,网件AC22（虚）,,正常热点,普陀沈家门E家商务宾馆室外,,,
CT_zj_580b9900167,800206073,普陀沈家门海伦宾馆室外, 其他,海伦宾馆,浙江,舟山市,普陀县,普陀分公司,122.29339,29.94636,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,乐谋勋,15305808705,0,否,,,603,1022,3027,ZS-DH-NZ-1.domain,以太网,同济路246号为中心的东西150米距离、宾馆大部分房间,1,2009-11-30,,CT_zj_5800620018,网件AC22（虚）,,正常热点,普陀沈家门海伦宾馆室外,,,
CT_zj_580b0501806,800205341,普陀朱家尖佛学院参学会馆餐厅, 学校,普陀朱家尖乌石塘路,浙江,舟山市,普陀县,普陀分公司,122.390954,29.929022,工程局,183.152.192.2-183.152.207.254,光纤,C,浙贝,乐谋勋,15305808705,0,否,,,784,1022,3027,ZS-DH-NZ-1.domain,以太网,参学会馆（餐厅）,1,2011-01-07,,CT_zj_5800520043,网件AC22（虚）,普陀朱家尖佛学院,正常热点,普陀朱家尖佛学院参学会馆餐厅,,,
CT_zj_580b1600172,800216326,普陀沈家门西大电信合作营业厅, 电信自有,西大电信合作营业厅,浙江,舟山市,普陀县,普陀分公司,122.29648,29.9462,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,乐谋勋,15305808705,0,否,,,606,1022,3027,ZS-DH-NZ-1.domain,以太网,以西大电信合作营业厅为中心的东西150米距离,1,2009-11-30,,CT_zj_5801620005,网件AC22（虚）,,正常热点,普陀沈家门西大电信合作营业厅,,,
CT_zj_580b9900174,800206076,普陀沈家门大自然宾馆室外, 其他,大自然宾馆,浙江,舟山市,普陀县,普陀分公司,122.29409,29.94673,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,乐谋勋,15305808705,0,否,,,639,1022,3028,ZS-DH-NZ-1.domain,以太网,以大自然宾馆为中心的东西150米距离,1,2009-11-30,,CT_zj_5800620021,网件AC22（虚）,,正常热点,普陀沈家门大自然宾馆室外,,,
CT_zj_580b9900175,800206327,普陀沈家门晶昌大厦室外, 其他,晶昌大厦,浙江,舟山市,普陀县,普陀分公司,122.29509,29.94577,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,乐谋勋,15305808705,0,否,,,645,1022,3030,ZS-DH-NZ-1.domain,以太网,以晶昌大厦为中心的一定范围以及分流,2,2009-11-30,,CT_zj_5801120001,网件AC22（虚）,,正常热点,普陀沈家门晶昌大厦室外,,,
CT_zj_580b0800176,800208077,普陀六横龙山酒吧一条街室外, 休闲娱乐吧,龙山酒吧一条街,浙江,舟山市,普陀县,普陀分公司,122.08654,29.77764,工程局,183.152.192.2-183.152.207.254,光纤,D,工程局FZ,乐谋勋,15305808705,0,否,,,527,1022,3025,ZS-DH-NZ-1.domain,以太网,以龙山机房为中心的东西150米距离,1,2009-11-30,,CT_zj_5800820016,网件AC22（虚）,,正常热点,普陀六横龙山酒吧一条街室外,,,
CT_zj_580b9900181,800206328,普陀沈家门滨港路天圆商务宾馆室外, 其他,天圆商务宾馆,浙江,舟山市,普陀县,普陀分公司,122.29278,29.94523,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,乐谋勋,15305808705,0,否,,,647,1022,3030,ZS-DH-NZ-1.domain,以太网,天圆宾馆为中心的兴建路南北150米距离,1,2009-11-30,,CT_zj_5800620025,网件AC22（虚）,,正常热点,普陀沈家门滨港路天圆商务宾馆室外,,,
CT_zj_580b9900182,800206079,普陀沈家门滨港路金海港宾馆室外, 其他,金海港宾馆,浙江,舟山市,普陀县,普陀分公司,122.31029,29.94624,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,乐谋勋,15305808705,0,否,,,628,1022,3031,ZS-DH-NZ-1.domain,以太网,金海港宾馆为中心的东西南北150米距离,1,2009-11-30,,CT_zj_5800620026,网件AC22（虚）,,正常热点,普陀沈家门滨港路金海港宾馆室外,,,
CT_zj_580b9900183,800206329,普陀沈家门滨港路金港湾宾馆室外, 其他,金港湾宾馆,浙江,舟山市,普陀县,普陀分公司,122.31495,29.94493,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,631,1022,3031,ZS-DH-NZ-1.domain,以太网,金港湾为中心的滨港路南北150米路段,1,2009-11-30,,CT_zj_5800620027,网件AC22（虚）,,正常热点,普陀沈家门滨港路金港湾宾馆室外,,,
CT_zj_580b9900186,800206225,普陀沈家门晨晖宾馆室外, 其他,晨晖宾馆,浙江,舟山市,普陀县,普陀分公司,122.30721,29.94679,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,业主,3027777,0,否,,,629,1022,3031,ZS-DH-NZ-1.domain,ATM,普陀晨晖宾馆附近滨港路,1,2009-11-30,,CT_zj_5800620029,网件AC22（虚）,,正常热点,普陀沈家门晨晖宾馆室外,,,
CT_zj_580b9900187,800206334,普陀沈家门天府宾馆室外, 其他,天府宾馆,浙江,舟山市,普陀县,普陀分公司,122.29906,29.94655,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,乐谋勋,15305808705,0,否,,,656,1022,3032,ZS-DH-NZ-1.domain,以太网,东河路从滨港路交叉路口向东150米路段,1,2009-11-30,,CT_zj_5800620030,网件AC22（虚）,,正常热点,普陀沈家门天府宾馆室外,,,
CT_zj_580b9900193,800214335,普陀沈家门江南布衣北侧室外, 其他,江南布衣北侧墙上,浙江,舟山市,普陀县,普陀分公司,122.29546,29.94559,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局FZ,乐谋勋,15305808705,0,否,,,653,1022,3032,ZS-DH-NZ-1.domain,以太网,东海明珠附近区域,1,2009-11-30,,CT_zj_5809920022,网件AC22（虚）,,正常热点,普陀沈家门江南布衣北侧室外,,,
